,username,date,time,text,tweetID,placeID,daerah,lokasi,longitude,latitude,result
2294,@mas_Qboo, 2018-06-23, 11:09, Kemudian nyaritakeun basa manehna perang jeung dayak   ni seramm wagiru we aing   ijin pakde mules hayang lodom ,1010374142451781632, 019ffe0a3471b036, Tanah Abang, Tanah Abang Indonesia,106.81773603395331,-6.2016105,carik basa teh perang jeung tobak sok seram we caing izin pakde mulas mayang osmose
2295,@aufanurul13, 2018-06-23, 19:54, Taman menteng ngapain?  nahan sakit perut abis  makan cabe   – at Taman Menteng,1010506460785233920, 07d9e3e6a0882002, Taman Menteng, Taman Menteng,106.8295955657959,-6.196277724525071,taman menteng ngapain tahan sakit perut abis makan cabe at taman menteng
2296,@setiawanbudia, 2018-06-23, 18:03, Tiba-tiba sakit perut gini ,1010478544592330752, 555b2219c414bc99, Bekasi Barat, Bekasi Barat Indonesia,106.9806262005378,-6.201172,sakit perut
2297,@wiwigaga_, 2018-06-23, 18:37, Ini kenapa cuma keluarga gue doang yg migrain  diare  demam?,1010487011331825665, 4b73ff87cb289c42, Balikpapan Tengah, Balikpapan Tengah Indonesia,116.84247046534813,-1.2568736999999999,keluarga gue doang yg migrain diare demam
2298,@TiiaraAyu, 2018-06-23, 01:25, susah bgt mikirin kata-kata dalam keadaan sakit perut. oh skripsweet,1010227220034420737, 08a21067b8eaf319, Sukarami, Sukarami Indonesia,104.71355124615879,-2.916703,susah banget pikir kondisi sakit perut oh skripsi
2299,@asamadyaa, 2018-06-23, 00:49, Mau tidur malah sakit perut. Syit ,1010218152058187777, 413c7bba7bac61a4, Kalimantan Tengah, Kalimantan Tengah Indonesia,113.439871344672,-1.384472,tidur sakit perut gazal
2300,@PanaceaObelix, 2018-06-24, 10:28, krn cuma SGM yg ga bikin bayi kucing diare. Dancow dll bisa bikin mrk mencret smpe mati. ,1010726215924121600, 6c1ede2df1be1e0d, Matraman, Matraman Indonesia,106.87105875175106,-6.2043300000000015,susu yg gue bikin bayi kucing diare susu bikin diam mencret mati
2301,@julisafriani, 2018-06-24, 12:49, Bahasa lain diare  mencret mencret ,1010761896016863232, 6e0f0a00ef60a2bf, Kalimantan Barat, Kalimantan Barat Indonesia,111.10989522389193,-0.4793298500000001,bahasa diare mencret mencret
2302,@nnaurania, 2018-06-24, 14:05," ""Bangunin jam 4* . . Kenyataan mah mencret sampe kebawa mimpi tapi nga bangun juga.",1010781052242022400, feb0fc297a00e5bb, Pesanggrahan, Pesanggrahan Indonesia,106.76535296910446,-6.254589,bangun jam  nyata mah mencret ampe bawa mimpi bangun
2303,@eka_eirs, 2018-06-24, 14:42, Sik. Aku tak mikir hubungan antara masuk angin dan mencret dilihat dari sudut pandang orang ke-3,1010790187721347072, 662550330e06ec21, Blora, Blora Indonesia,111.4181311121158,-6.9608735,mi pikir hubung masuk angin mencret lihat sudut pandang orang
2304,@ayu_rachmawati, 2018-06-24, 03:44, Ketiduran depan tipi Pindahin bocah Mules  Nongkrong Taraaaa.. Ga lama tidur lagi,1010624604195307520, 31e4594e7a7e7e89, Pasar Rebo, Pasar Rebo Indonesia,106.8616602208678,-6.3283165,tidur tipi pindah bocah mules tongkrong taraqi tidur
2305,@nnasylvia, 2018-06-24, 05:28, Mules.  Meriang.  Sariawan.  Panas dalam.  Demam.  Flu.  Bersin2.,1010650954025144320, ea9809774c4145c3, Mlati, Mlati Indonesia,110.32923688591043,-7.736615,mules riang seriawan panas demam flu bersin
2306,@iethaCORNER, 2018-06-24, 04:46, -pagi yang sakit peRut- ,1010640308369965056, d5adc7856c718e92, Pleret, Pleret Indonesia,110.42132315810306,-7.877669999999998,pagi sakit isu
2307,@riandybandot, 2018-06-24, 10:25, Isuk isuk order gofood ayam geprek ahiw mencret is coming homee,1010725654566801410, 0e31d9f14c515836, Bandung Wetan, Bandung Wetan Indonesia,107.61685311386309,-6.90541885,upam om order mem ayam suwir tap mencret is coming homeostasis
2308,@galihmaulanas, 2018-06-24, 10:34, Nonton Jerman semalem bener-bener bikin mules cuy. Tony Croosss keren!!,1010727847235706880, 02e66d7942cdaf49, Cikupa, Cikupa Indonesia,106.52720516561294,-6.250499,tonton term maleman emang bikin mulas cuy tony croosss keren
2309,@rahayuririnn, 2018-06-24, 06:48, pas wake up. mules pengen muntah. gustiii:'(,1010670882333704192, bf01cad1aa4e7bed, Bekasi Selatan, Bekasi Selatan Indonesia,106.98589472437752,-6.2358325,pas iga upan mulas ken muntah gusti
2310,@amalavf, 2018-06-24, 01:33, Sakit perut jam segini ga elit anjir:( eh tapi          ini maksa!!! Anjir,1010591774446792705, 51229988a0b0537c, Wado, Wado Indonesia,108.12706985868437,-6.979342,sakit perut jam gin gue elite anjir eh paksa banjir
2311,@mahanova__, 2018-06-24, 17:32, Salah maksudnya gak bikin diare~~~,1010832995568087040, 7fabe8f1632e11f8, Sumbersari, Sumbersari Indonesia,113.70916482819788,-8.1802265,salah maksud bikin diare
2312,@mahanova__, 2018-06-24, 17:29, Mengacu pada pengalaman sebelumnya dan ketersediaan barang harusnya bikin diare ,1010832196674904064, 7fabe8f1632e11f8, Sumbersari, Sumbersari Indonesia,113.70916482819788,-8.1802265,acu alam dian barang bikin diare
2313,@ajengwdhnt, 2018-06-24, 17:24, COY JALAN DONG NGAPA SI ADA APA WOY MULES NI PERUT W.,1010831066314113024, c3f052ba467a575d, Malangbong, Malangbong Indonesia,108.092081252633,-7.0560255000000005,arek jalan bom mawon salah hayo alikuot ni buncit w
2314,@soegittarian, 2018-06-24, 18:30, Adalagi adalagi~~  Yang mendadak suka sakit perut karena ngga bisa minum es teh pake plastik sama sedotan  soalnya di Eropa mimiknya pake gelas. Pernah ke Eropa? Ngga!   Sementara itu awardee nya? Kakaknya.,1010847728400621570, 408ad88ee0345f7d, Depok, Depok Indonesia,110.40824265575323,-7.76769565,dadak suka sakit perut minum es teh pakai plastik sedot sidi uni mimik pakai gelas tuju uni awardee kakak
2315,@Diksiaals, 2018-06-24, 13:57, Cintailah hasil karya mu sendiri. Namanya juga belajar  sakit perut itu wajar :) ,1010778808079691776, 422231aacfa106f0, Banguntapan, Banguntapan Indonesia,110.4167484436678,-7.8237343999999975,cinta hasil karya mu nama ajar sakit perut wajar
2316,@marirya, 2018-06-24, 13:39, Karena suatu saat kau akan sadar segala sesuatu tidak dapat dipaksakan  termasuk mules melilit nggak bisa pup  weekend nggk diajak jalan kerjaan numpuk  pengen banget shopping tapi belum ada yang peka dan pengen dimanja tapi wajib mandiri. Udah ah. bye~,1010774461895696385, 67ee4e65b49cb758, Kalimantan Selatan, Kalimantan Selatan Indonesia,115.51599417801836,-2.74566825,kau sadar paksa masuk mulas lilit bab weekend ajak jalan kerja tumpuk ken banget belanja peka ken manja wajib mandiri tawadu bye
2317,@MghifariAr, 2018-06-24, 12:25, Besok masuk  duh mules,1010755800942313473, b8587a427b6cf2b5, Bandung Kulon, Bandung Kulon Indonesia,107.55509512252813,-6.93193585,besok masuk duh mulas
2318,@arfiiiiiiiiiie, 2018-06-24, 17:39, *macet *telat bangun *sakit perut *ban bocor *kucingnya lahiran  Tolong alasan diatas jngan dijadikan alasan untuk tidak ontime masuk kerja besok.,1010834690188632065, 6355f5043109b8b4, Pamboang, Pamboang Indonesia,118.91380626895807,-3.4614983500000003,macet telat bangun sakit perut ban bocor kucing lahir tolong alas alas masuk kerja besok
2319,@deenduuss, 2018-06-24, 21:27, Wakakaka alhamdulillah cukup bikin mules perut...  PESAWAT NJALUK DUWIKEEEEE,1010892137041285120, df9b582f091f0789, Lakarsantri, Lakarsantri Indonesia,112.65075264181637,-7.2985504999999975,wakakaka alhamdulillah bikin mulas perut terbang term duwikeeeee
2320,@Ccrandeka, 2018-06-24, 19:54, Ini lgi nonton bola apa nonton lawak  bru babak pertama aja gua ngakak ampek sakit perut.  (ENG-PAN),1010868709827608576, f5dd10e72ef498e9, Paciran, Paciran Indonesia,112.36593343896946,-6.893136,tonton bola tonton lawak babak aja gua akak ampek sakit perut engpan
2321,@ririyesss, 2018-06-24, 21:38, So so an makan bacil pedes mules kan tuh perut mampus :((  Kapok galagi lagi ya allah,1010895024114958337, cc3e071b25064050, Garut, Garut Indonesia,107.905132451986,-7.237829,tes so alquran makan bacin pedas mulas nih perut mampus kapok pintar ya allah
2322,@rikiarrr, 2018-06-24, 22:39, Ketika di depan lu ada ketoprak  tapi lu mules. Mending bab dulu apa makan dulu?,1010910259957792768, 517fc389e0ce76c9, Jati Uwung, Jati Uwung Indonesia,106.58494189217012,-6.187284,sidi elu ketoprak elu mulas mending bab makan
2323,@hernii2406, 2018-06-24, 14:47, Ceritanya tidur  pules segala macem. Eh si Aris  anak kost tb² gedor pintu  minta obat sakit perut dan suaranya meyakinkan bgt kl lg kesakitan. Otomatis lgsg bangun dan lgsg cari obat sakit perut. Dan ada tuh obat. Buka pintu  ngasiin obatnya.. dan,1010791522692841475, 55f62fa215b6bc23, Lengkong, Lengkong Indonesia,107.62635912849359,-6.9341678,cerita tidur bobok kayak eh sang paris anak indekos tb gedor pintu obat sakit perut suara banget lg sakit otomatis bangun cari obat sakit perut nih obat buka pintu asih obat
2324,@yuninurraifah, 2018-06-24, 20:20, Fakta membuktikan kalau semakin sering boker disuatu tempat (nggak diare dan perut normal) menandakan bahwa orang itu sudah nyaman ditempat tersebut.  Research hidup gue si hahaha.,1010875322395340801, a5868ee6d5c5bc31, Ciampea, Ciampea Indonesia,106.69791323626218,-6.612596000000001,fakta bukti beol diare perut normal indikasi orang nyaman riset hidup gue sang hahaha
2325,@verashinta, 2018-06-25, 11:54, Mules & ujan yang nda kelar2,1011110288953769985, f48804e2e35d1099, Pasar Minggu, Pasar Minggu Indonesia,106.83613013640064,-6.293493,mules hujan kelar
2326,@AyuRizkyaFahmy, 2018-06-25, 02:30, makan pedes pisan wae langsung diare  padahal kemarin2 supeerr pedess oke2 aja ,1010968401701826560, 7ea9140099e53d8c, Jaten, Jaten Indonesia,110.89195730651888,-7.55246565,makan pedas pis dewe langsung diare kemarin supeerr pedestrian aja
2327,@Liemfirdaus, 2018-06-25, 10:46, Woohh... mendadak mules perutku.. haha,1011093353235009537, 408ad88ee0345f7d, Depok, Depok Indonesia,110.40824265575323,-7.76769565,woohh dadak mulas perut haha
2328,@iethaCORNER, 2018-06-25, 11:21, -seteLah sekian Lama ngga sakit peRut.. ,1011101994482724865, 5b36eee86ae311f6, Tempel, Tempel Indonesia,110.32256133039064,-7.6599179999999985,sekian sakit isu
2329,@citrablla, 2018-06-25, 10:47, Sakit perut ,1011093501788880896, c77b2ca1b3b7d673, Sidoarjo, Sidoarjo Jawa Timur,112.66051424543078,-7.4554550000000015,sakit perut
2330,@nadiaaeva, 2018-06-25, 09:28, Setiap abis piknik  selalu pulangnya kehujanan. Jadi abis hepi hepi  besokannya demam  diare dll.,1011073669253042176, f89727b97ebcb341, Mijen, Mijen Indonesia,110.35279836095371,-7.0632990000000015,abis piknik pulang hujan abis hepi hepi esok demam diare
2331,@pramesoctaviani, 2018-06-25, 02:52, dunno whyyyyyy............. i feel slalu mules di jam segini. serem amat yak:(,1010973905211682816, a7b79126e67fd281, Gedangan, Gedangan Indonesia,112.72360083957922,-7.401708,dunno whyyyyyy ida cape mulas sidi jam gin rem aja
2332,@feneeey, 2018-06-25, 15:15, sakit perut  krik bener,1011161035485601792, 25f5e9dbc1b635ac, Gambir, Gambir Indonesia,106.82605578723835,-6.168961,sakit perut oplos emang
2333,@TogarSilaban, 2018-06-25, 07:13, Repot amat bawa bola?  Bukan karena Piala Dunia kan makanya sampe disusahin bawa bola.   Ini cuma game arahan anak-anak supaya rame dan ketawa sampai sakit perut. @ Cisarua  Jawa Barat … https://www.instagram.com/p/BkbVJ8TnVhh/?utm_source=ig_twitter_share&igshid=16lnsf5jw5ugj …,1011039689472651264, 99aec215e218bbba, Cisarua, Cisarua Indonesia,106.96322690479643,-6.6936160000000005,repot bawa bola piala dunia ampe susah bawa bola main arah anak ramai ketawa sakit perut bogor timur timur aja aja
2334,@DickyNf74, 2018-06-25, 06:28, Parah  parah  parah  ibarat kt awan ngantek awan maning esih nng Bis bae Macet parah Wetenge mules  ditambaih Bis'e anjret2  Puyeng my head Penderitaan  Jdiancoookkk  @ Bekasi https://www.instagram.com/p/BkbQSQVlcHP/?utm_source=ig_twitter_share&igshid=1r4wcx476y6rf …,1011028268345151488, bf01cad1aa4e7bed, Bekasi Selatan, Bekasi Selatan Indonesia,106.98589472437752,-6.2358325,parah parah parah kt awan anter awan naning mes nng bis upam macet parah teng mulas tambat jati pukau puyeng jap head derita sari bekas aja
2335,@thiaarzk, 2018-06-25, 06:26," Anjer w deg degan bgt iniii ampe mules gabisa tidur bangke :""",1011027892594081792, 741a800e40e6f5e0, Duren Sawit, Duren Sawit Indonesia,106.92729167843606,-6.2391475,punjul w deg degan banget iniii ampe mulas tidur kerangkeng
2336,@utarygladysha, 2018-06-25, 12:12, The worst thing ever ketika mau pergi adalah  saat udah siap  udah pake sepatu  tinggal pergi doang  eh tiba-tiba perut mules dan butuh ke toilet.,1011114996858646528, 544bfd3eb1f1a90a, Sekayu, Sekayu Indonesia,103.81775653490757,-2.8937375000000003,the steling omnibus prisma pergi uda uda pakai sepatu tinggal pergi doang eh henti perut mulas butuh tuju toilet
2337,@missnindyyy, 2018-06-25, 05:15, Sampe kapan diare ini reda ,1011009960279359488, f66f3bb7c436455f, Tandes, Tandes Indonesia,112.6802298030188,-7.258336999999999,ampe diare reda
2338,@vellin13, 2018-06-25, 07:53, Sakit perut dan harus nungguin temen yang bawa kunci. Ayolah cepat datang,1011049628567941121, b09cb092bf61310f, Tasikmadu, Tasikmadu Indonesia,110.92962845458064,-7.5898176999999984,sakit perut tunggu teman bawa kunci ayo cepat
2339,@NMancasani, 2018-06-25, 22:21, Tapi sekarang dah sembuh dan harus hati-hati. Nasi yang kasar banget gak bisa  udah pasti diare itu. Pedes gak bisa  ayam geprek cabe 2 diare paginya  dulu min 4 keatas hajar aja. Pernah pengen banget ayam mekdi yg pedes  perut panas dan malemnya diare.,1011268152309661696, 0101781eef585ee9, Yogyakarta, Yogyakarta Indonesia,110.41343442386848,-7.874352,dah sembuh hati nasi kasar banget uda diare waledan ayam suwir cabe  diare min  hajar aja ken banget ayam sok yg pedas perut panas maleman diare
2340,@nndasaf, 2018-06-25, 08:00, Harus juga ya ngerasain sakit perut gini  jamnya horor lapar yang terlalu kepagian.,1011051459155095552, e92e3e37a0b9ffef, Laweyan, Laweyan Indonesia,110.78730418910985,-7.56175195,ya sakit perut jam horor lapar pagi
2341,@yuninurraifah, 2018-06-25, 23:04, Penyakit langganan jaman dulu retak dan memar. kalau sekarang masuk angin  diare  mual  dan pencernaan. Lemaah beet siaaah. Lebih mending nahan ngilu tulang dan memar daripada bolak balik wc dan menolak semua makanan ,1011278880324239360, 66555622726ab358, Setia Budi, Setia Budi Indonesia,106.8350755724146,-6.2213485,sakit langgan jaman retak memar masuk angin diare mual cerna jemaah jus siaaah mending tahan ngilu tulang memar bolak wc tolak makan
2342,@NMancasani, 2018-06-25, 22:21, Makan juga gak boleh telat  telat bae bae bisa masuk yang ada muntah mulu. Makan kasar udah pasti jadi muntah sama diare. Kesel banget  iya. Ngeluh  iya. Makin stres yang ada. Apa itu diet  bisa masuk makanan aja syukur banget saat itu. Turun mayan agak banyak  tapi tida sehat.,1011268150711599104, 0101781eef585ee9, Yogyakarta, Yogyakarta Indonesia,110.41343442386848,-7.874352,makan telat telat upam upam masuk muntah makan kasar uda muntah diare kesel banget iya keluh iya stres diet masuk makan aja syukur banget turun maya sehat
2343,@ArulLeslove, 2018-06-25, 22:12, Sakit perut seunah #LestiDiBintangPantura5,1011265807555293184, c6a607c04dc57c9f, Bantargebang, Bantargebang Indonesia,107.0088004217396,-6.3162210000000005,sakit perut duruwiksa pandawa
2344,@bagusssugabbb, 2018-06-25, 17:38, mungkin klabangnya lagi diare,1011197006088245248, 2eead22457aab717, Anjatan 1, Anjatan 1 Indonesia,107.98419559227804,-6.3267055,bang diare
2345,@monyetpensiun, 2018-06-25, 19:56, Dulu perut suka bermasalah sering sembelit/diare gitu,1011231629103124481, d88db2919bf03a65, Denpasar Timur, Denpasar Timur Indonesia,115.23911263358866,-8.633407400000001,perut suka mas sembelit aja
2346,@Esafransisca, 2018-06-25, 21:24, Mules dah w ma u,1011253764659920897, d16052cf1200267a, Menteng, Menteng Indonesia,106.84217356555288,-6.1902370000000015,mules dah w ma u
2347,@SuchieHM, 2018-06-25, 20:57, Perut mules keterlaluan ~,1011247000946262017, 7c7e93f29191841c, Ciledug, Ciledug Indonesia,106.71323455829788,-6.220018,perut mulas
2348,@gilang_gel, 2018-06-26, 07:38, Gimana caranya biar tiap pagi ga mules si,1011408323881533441, 2c9e37ebb2f10734, Gunung Sindur, Gunung Sindur Indonesia,106.69305505099962,-6.3754875,biar pagi gue mulas sang
2349,@Ipulroma, 2018-06-26, 01:28, Gua tadi abis beli norit. Kenapa dingin jadi bisa bikin diare ya?,1011315191915560970, f48804e2e35d1099, Pasar Minggu, Pasar Minggu Indonesia,106.83613013640064,-6.293493,gua abis beli norit dingin bikin diare ya
2350,@Widhi_Waskito, 2018-06-26, 04:41," Hawa dingin gini lebih banyak .... Gas di perut dan BAB spt diare. Karena Imun body tubuh sedang ""berkomunikasi dan menyesuaikan"" dengan suhu sekitarnya. ......minum angetan enak nih ....",1011363690430394369, 6c8aa00f3ecfda7f, Banten, Banten Indonesia,106.11479673475084,-6.437779,adam dingin gas sidi perut bab diare kebal bodi tubuh komunikasi sesuai suhu minum banget enak nih
2351,@Dear_Connie, 2018-06-26, 01:33, Aku lebih percaya sama teman yang mulutnya pedes ketimbang yang mulutnya manis. Kasar ya kasar aja sekalian gpp  yang penting make sense. Daripada yang suka muji-muji tapi cuma buat nyeneng-nyenengin aja...  Mending diare daripada diabetes  kan?,1011316542913384448, 7c7e93f29191841c, Ciledug, Ciledug Indonesia,106.71323455829788,-6.220018,percaya teman mulut pedas ketimbang mulut manis kasar ya kasar aja oke rias term suka mujimuji neng aja mending diare diabetes
2352,@kepanguiik, 2018-06-26, 18:09, Kak jangan buat aku tiba2 mulesㅠㅠㅠ,1011567022386245632, f48804e2e35d1099, Pasar Minggu, Pasar Minggu Indonesia,106.83613013640064,-6.293493,kak cape
2353,@lidyanafah, 2018-06-26, 07:49, Jam segini emang jam jam rawan buat sakit perut  toilet penuh banyak yg dandan  dandannya bisa setengah jam sendiri plus ngebrelnya. Tolong lah kalo ngebrel jangan lama2 di toilet ga sungkan apa sama orang2. Toh seharian juga ketemu di kantor ,1011411035352281088, c24865f5c1076f2c, Krembangan, Krembangan Indonesia,112.71967005155341,-7.2297107999999985,jam gin emang jam jam rawan sakit perut toilet penuh yg dandan dandan teng jam plus ngebrelnya tolong kalo ngebrel sidi toilet gue sungkan orang ketemu sidi kantor
2354,@jesshicaamalisa, 2018-06-26, 20:04, Baru saja berusaha menenangkan diri sampai dospem pulang bkl  ada saja kabar berita yg bikin perut mules :(,1011595978875572224, 2c168e7fc9cdf989, Curup, Curup Indonesia,102.52622036254186,-3.4288865,upaya tenang kas pulang kabar berita yg bikin perut mulas
2355,@fluffyoomelette, 2018-06-26, 19:42, JANGANKAN UNTUK NGOBROL TATAPAN AJA KERINGET DINGIN MULES. ,1011590505300283393, f48804e2e35d1099, Pasar Minggu, Pasar Minggu Indonesia,106.83613013640064,-6.293493,lelet tata inti kering ringin alikuot
2356,@ntshdwnt, 2018-06-26, 15:58, Kok samaaaa sih makan bakso juga hari iniiii. Minum yang banyaakk.  Awas lo sakit perut mau HS mau Circus dll dsb dst dsk...,1011534131354787840, 00ce43ecd091a5e8, Kebayoran Baru, Kebayoran Baru Indonesia,106.80793714435305,-6.2445845,sih makan bakso iniiii minum banyaakk awas elu sakit perut bowo circus peot
2357,@mari_chappy, 2018-06-26, 12:52, Mas  gimana proses pembuatan TPS?   Him: Sukses bund... punyae bunda gimana?   Sukses dong..... sukses pada sakit perut kebanyakan ngakak   Him: Hah  pasti bunda nih! aku aja setengah jam ngobrol sama bunda ikut sakit perut   Bukan cuma aku  semua anggota TPS 2 aneh /YHA,1011487233474326528, aea005371b722a18, Cipiring, Cipiring Indonesia,110.157175938685,-6.911494,mas gim proses coblos him sukses bunda bunda gim sukses sukses sakit perut akak him bunda nih aja teng jam obrol bunda sakit perut anggota coblos  aneh koa
2358,@feneeey, 2018-06-26, 11:51, krik bgt lu sakit perut w eneg puyeng pen balik pen bobo syebel hih kzl,1011471967797456896, 7706827e5ae21f3f, Serpong, Serpong Indonesia,106.68744135689285,-6.307296,oplos banget elu sakit perut w enek puyeng pen pen bobok syebel seh
2359,@Sonyagabriella, 2018-06-26, 16:56, Perut mules dan bawa hape total waktu meninggalkan tempat duduk 30mnt,1011548638416261122, 62f9f7941af63107, Tebet, Tebet Indonesia,106.85685564264601,-6.2258419000000025,perut mulas bawa hape total tinggal duduk jam
2360,@minimusofmimi, 2018-06-26, 09:39," 3 hari badan anyep aja gitu  diare  pusing & mual. tadi ke dokter dan sepertinya kurang ""sakit"" buat dikasih diagnosa apa apa. malah disuruh tes kehamilan. kampret",1011438716231880711, baba7178a0f8c5f4, Senen, Senen Indonesia,106.85550123407222,-6.1823335, badan anyep aja aja diare pusing mual tuju dokter sakit kasi diagnosis tes hamil kampret
2361,@addinosaurus, 2018-06-26, 09:33, nahan pup sama pipis di kereta dari surabaya-jogja sampe ketiduran  sampe stasiun toiletnya rame  balik rumah udah nggak kerasa. semaleman mules tapi sampe wc gamau turun itunya  yaudah tinggal tidur wkwk. paginya bangun baru semua all out bressss. total 20 jam lah ,1011437320778575873, 3f41fcdf3ea8abc7, Wonosari, Wonosari Indonesia,110.59502142909454,-7.9814515,tahan bab pipis sidi kereta surabayajogja ampe tidur ampe stasiun toilet ramai rumah uda asa maleman mulas ampe wc cape turun titit aja tinggal tidur wkwk bangun carah log bressss total  jam
2362,@mdsyuhada, 2018-06-26, 22:31, Ketika ngantuk akibat minum ctm  tpi mules gara2 kebanyakan makan sambel. Duh ini pilihan suliiiit~,1011633019021508608, 1e2cf038c475ec68, Senapelan, Senapelan Indonesia,101.44196024307432,0.5090020000000001,antuk akibat minum cok mulas makan sambal duh pilih dikit
2363,@rieefbudianto, 2018-06-26, 20:50, Acaranya bagus  kelasnya dunia. Tapi program yg diiklankan gak banget. Horor gitu loh  bikin mules perut liat iklannya..tepok jidat gue dah..,1011607726839885825, 4dd22d92dd19a977, Cilengkrang, Cilengkrang Indonesia,107.72627565303804,-6.8702493,acara bagus kelas dunia program yg iklan banget horor aja loh bikin mulas perut liat iklan jidat gue dah
2364,@Dazzlingga, 2018-06-26, 20:49, maaf aku diare,1011607408949379073, 8b2c9342507e86d3, Baros, Baros Indonesia,106.92870584765362,-6.946683,maaf diare
2365,@temewadare, 2018-06-26, 17:55, Mencret aja udaaa  biar menjijaykan wkwkwk,1011563621413863424, 05a77fb5f74f701c, Ngawi, Ngawi Indonesia,111.4379223953384,-7.415795,mencret aja udaaa biar teh wkwkwk
2366,@MarineCulture, 2018-06-26, 16:10, 26 JUN 2018. Tim GRTC telah melaksanakan sesuai prosedure.  Ikan Segar => Proses ulang √  Bahaya Biologis/Mikrobiologis  disebabkan oleh bakteri pathogen    virus/parasit yg dpt menyebabkan keracunan  penyakit infeksi/infestasi  misalnya: E.Coli pathogenik dll.  – at Globalresourcestrader Corporation,1011537283474907136, 07d9eb63d5c80001, Globalresourcestrader Corporation, Globalresourcestrader Corporation,114.79599846257472,-8.181029318136773, juni  tim grtc laksana sesuai prosedur ikan segar proses ulang bahaya mikrobiologis akibat bakteri patogenesis virus yg akibat racun sakti infeksi coli patogenik at globalresourcestrader corporation
2367,@asepjuanggawija, 2018-06-26, 16:54, Nutrisi untuk bayi  ibu hamil hingga orang lanjut usia.Terapi asma  TBC  paru-paru. Untuk stamina  maag  tulang  alergi asam urat  ginjal dll @ Dongkal  Jawa Barat  Indonesia https://www.instagram.com/p/Bke8xeGlL8k/?utm_source=ig_twitter_share&igshid=1c8tqpth612w8 …,1011548325848518656, a52491e8c1fdb99d, Pedes, Pedes Indonesia,107.37774808176684,-6.0703505,nutrisi bayi hamil orang api asma tuberkulosis paru stamina gastritis tulang alergi asam urat ginjal dongkak timur timur indonesia aja
2368,@SWRxSWR, 2018-06-26, 09:09, Nyobo ngising  ternyata wes ra menceret.,1011431268171444224, c4397d8c10325af5, Kasihan, Kasihan Indonesia,110.33361932383802,-7.8147389999999985,nyobo sing nyata upam seg menceret
2369,@temewadare, 2018-06-26, 17:50, Bilang aja mencret susah amat si,1011562446417301504, 05a77fb5f74f701c, Ngawi, Ngawi Indonesia,111.4379223953384,-7.415795,bilang aja mencret susah sang
2370,@Agneswendra, 2018-06-26, 23:31, Flash Sale stok terbatas ya kak.. Buruan yang mau detox  menurunkan berat badan  hancurkan kolesterol  melancarkan BAB (tdk mules).. Bisa juga utk berbagai permasalahan kesehatan yg lain… https://www.instagram.com/p/BkfqEXRAYf6/?utm_source=ig_twitter_share&igshid=1x5je8rdnht9m …,1011648205115809792, 04e81f8ba9753b10, Mangunharjo, Mangunharjo Indonesia,111.5140110666575,-7.6261249000000015,kilas sale stok batas ya kak buru detoksifikasi berat badan hancur kolesterol lancar bab mulas sehat yg aja
2371,@irmacupan, 2018-06-26, 00:30, Saya abis masak kare kepiting uenaak. Tapi abis makan saya diare dan g bs tidur sampe skrg. Tapi orang lain yg makan g kenapa2  saya takutnya g cocok jg di orang lain. Setelah saya ingat2 lagi  saya alergi serai ,1011300642034335745, 8f6d8fbc7060e679, Kalimantan Timur, Kalimantan Timur Indonesia,116.13535649815245,0.09857749999999996,abis masak kopyok kepiting uenaak abis makan diare g bs tidur ampe orang yg makan g takut g cocok jg sidi orang alergi serai
2372,@thoyibhatus, 2018-06-26, 08:21," lg mules"" lah die vc an!! ",1011419024968699905, 4cbba6535e7e5d6a, Sawah Besar, Sawah Besar Indonesia,106.84426689443492,-6.152726,lg mulas die vc alquran
2373,@yeauye, 2018-06-26, 10:54, Haha jare gak ono pedese samyang tambah soto pedes siki gari mules  padahal nek mamam sambel langsung mules iki sampe lima sendok omg  ngombe diatab nis ,1011457548988239872, 814feb98943c7ce1, Kebomas, Kebomas Indonesia,112.62725139571079,-7.17639,haha upam gado pedas samyang soto pedas wulu gari mulas dewe mama sambal langsung mulas mawon ampe sendok ehe mampir seg
2374,@Desishrdn, 2018-06-26, 11:26, Pdhl baru mendingan  udh diare lg,1011465651427217408, 9982e2946554cc04, Batu Ceper, Batu Ceper Indonesia,106.6542430468324,-6.145593,mending uda diare lg
2375,@yeauye, 2018-06-26, 11:13, Ngomber susu beruang mari mangan pedes  ora kober maning  ngombe obat nek wes mules hihihi,1011462357606756352, 814feb98943c7ce1, Kebomas, Kebomas Indonesia,112.62725139571079,-7.17639,mampir susu beruang mari mangan pedas upam kober naning mampir obat dewe upam mulas hihihi
2376,@hadipermadi99, 2018-06-27, 01:09, Mules yak? ,1011672833921986560, 9e8d3319a81065a6, Banjaran, Banjaran Indonesia,107.5836860320772,-7.0757475,mules aja
2377,@pebe_pebe, 2018-06-27, 10:41, ..jadi waktu itu makan siang pake rendang *Krn sdh rindu makan daging* kita makan dgn lahapnya.... menjelang tidur kok perut mules  ternyata eh ternyata semua merasakan hal yg sama  #roadtrip,1011816754786361344, df9b582f091f0789, Lakarsantri, Lakarsantri Indonesia,112.65075264181637,-7.2985504999999975,makan siang pakai rendang krn rindu makan daging makan lahap jelang tidur perut mulas nyata eh nyata yg trip
