username,date,time,text,tweetID,placeID,daerah,lokasi,longitude,latitude,result
@Sutan_RA, 2018-12-06, 19:01, Paling baru naik pesawat dengkulnya sdh oblak..mau copot..sampe sana langsung demam ..plus mencret..,1.07065E+18, c6a607c04dc57c9f, Bantargebang, Bantargebang Indonesia,107.0088004,-6.316221,pesawat dengkul sdh oblakmau copotsampe langsung demam plus mencret
@hendishu, 2018-12-06, 13:32, Di anjurkan minum 1-2botol/hari secara rutin. Tapi minum 5botol gak akan bikin mencret (sy sering minum lebih dari 5botol wk) malah kalo mencret minum yakult sembuh karena bakteri L Casey Shirota Strain menekan jumlah bakteri jahat dalam usus :),1.07057E+18, 8834c34f036f23cf, Cicurug, Cicurug Indonesia,106.8041337,-6.7581415,anjur minum botolhari rutin minum botol gak bikin mencret sy minum botol wk kalo mencret minum yakult sembuh bakteri l casey shirota strain tekan bakteri jahat usus
@MHarapanita, 2018-12-06, 09:35, Perasaan kangen tuh emang kampret!  Macam mules kebelet kentut tapi ga bisa dikeluarin. ,1.07051E+18, d16052cf1200267a, Menteng, Menteng Indonesia,106.8421736,-6.190237,asa kangen tuh emang kampret mules kebelet kentut ga dikeluarin
@ayuputringsih, 2018-12-06, 09:27, Gak makan laper  makan sakit perut. Ini perut banyak maunya  sama kayak orangnya ,1.0705E+18, 6e0f0a00ef60a2bf, Kalimantan Barat, Kalimantan Barat Indonesia,111.1098952,-0.47932985,gak makan laper makan sakit perut perut mau kayak orang
@CinintaC, 2018-12-06, 11:50, Mules mual mual sakid mata puyeng help,1.07054E+18, 4cbba6535e7e5d6a, Sawah Besar, Sawah Besar Indonesia,106.8442669,-6.152726,mules mual mual sakid mata puyeng help
@retnowijaya__, 2018-12-06, 11:02, begini banget rasanya diare ,1.07053E+18, 7829f6dd41d4c52f, Sambungmacan, Sambungmacan Indonesia,111.1011836,-7.3711675,banget diare
@amallia22, 2018-12-06, 05:48, Buat para cowo  ribetnya kalian saat menghadapi cewe pms ga seribet dia yang ngerasainnya. Segala kerasa  sakit perut  pegel2  bt  jerawatan  ga enak duduk  belum lagi kalo udah bocor. Haduh.,1.07045E+18, 2ae95d52401697f2, Kalimanah, Kalimanah Indonesia,109.3429586,-7.417695,cowo ribetnya hadap cewe pms ga seribet ngerasainnya rasa sakit perut gel bt jerawat ga enak duduk kalo udah bocor haduh
@naurinafiga, 2018-12-06, 06:43, bagaimana caranya bisa sarapann tsnpa sakit perut setelah sarapan ya ?,1.07046E+18, 3de1313270b12fe7, Balikpapan Selatan, Balikpapan Selatan Indonesia,116.8869124,-1.24382865,sarapann tsnpa sakit perut sarap ya
@Nikentitiz, 2018-12-06, 06:28, Kenapa sih udah siap mau berangkat baru mules,1.07046E+18, 2d6ed816e358bcad, Tigaraksa, Tigaraksa Indonesia,106.4948587,-6.268336,sih udah berangkat mules
@Nsaswindaa, 2018-12-06, 08:30, kebangun jam 12 malem karena perut ga enak banget  ke kamar mandi lebih dari 8 kali. Dan baru bisa tidur jam 3an..   Itupun ga nyenyak lagi karena perut masih cekit-cekit. Dan skrg ngantuk tapi ga bisa tidur  sedihaqutuh. Sakit perut+ngantuk tapi ga bisa tdur...,1.07049E+18, 3fd94a02a1dd58cf, Sei Beduk, Sei Beduk Indonesia,104.0336233,1.0507695,bangun jam malem perut ga enak banget kamar mandi kali tidur jam an itu ga nyenyak perut cekit cekit skrg ngantuk ga tidur sedihaqutuh sakit perutngantuk ga tdur
@deapramudhita, 2018-12-06, 10:02, Suami yg jadi MC aku yg gemeteran dan mules ,1.07051E+18, a66af251788aec34, Jalancagak, Jalancagak Indonesia,107.682924,-6.703174,suami yg mc yg gemeteran mules
@bungamr, 2018-12-06, 17:49, Maag gw gak sembuh sembuh sedih bats lg ngumpul tetiba sakit perut.,1.07063E+18, f34e85bf36ae25a3, Cempaka Putih, Cempaka Putih Indonesia,106.875789,-6.1812765,maag gw gak sembuh sembuh sedih bats lg ngumpul tetiba sakit perut
@ErisukaRahayu, 2018-12-06, 19:11, Kalo sakit perut gini  liat URI EXO UDAH BAHAGIA GUE  ,1.07065E+18, 0c1c821962584454, Pamulang, Pamulang Indonesia,106.7253735,-6.3168635,kalo sakit perut gin liat uri exo udah bahagia gue
@sakitotak3, 2018-12-06, 13:11, Yg mules gw jajanin norit  asal mau dengerin omongan ronal tiap hari..  Sepakat?,1.07056E+18, feb0fc297a00e5bb, Pesanggrahan, Pesanggrahan Indonesia,106.765353,-6.254589,yg mules gw jajanin norit dengerin omong ronal sepakat
@TikaTatum, 2018-12-06, 14:10, Udah 3hr perut ga beres..ngajak ke wc terus..gak makan pedes lo ini..knp sih perut ;( udah 2x bikin plan mau sana sini batal hanya karna sakit perut,1.07058E+18, aee1f647eb659021, Ngemplak, Ngemplak Indonesia,110.4751175,-7.711567,udah hr perut ga beresngajak wc terusgak makan pedes lo iniknp sih perut udah x bikin plan batal karna sakit perut
@ekko_sfr, 2018-12-06, 14:17, hahaha kalau lg mules apa iya males ke toilet ?,1.07058E+18, 574b9d7d1295c7b4, Sumurbandung, Sumurbandung Indonesia,107.6170786,-6.91441725,hahaha lg mules iya males toilet
@triiyaaaa_, 2018-12-06, 16:54, Sakit perut ngantuk  dan gak boleh tidur pulang ini,1.07062E+18, ea9809774c4145c3, Mlati, Mlati Indonesia,110.3292369,-7.736615,sakit perut ngantuk gak tidur pulang
@yenifebriarski, 2018-12-06, 17:22, Bhak!!! Kamu diare  aku akan tetap menunggumu koq,1.07062E+18, 2fbf86fdcd4c41f5, Sleman, Sleman Indonesia,110.3445738,-7.6960965,bhak diare tunggu koq
@ilhamsutiawan, 2018-12-06, 21:31," ""bisa"" menyebabkan diare..",1.07069E+18, 0f8cbb99c609cfdf, Tambun, Tambun Indonesia,107.0715732,-6.2201165,sebab diare
@nandaseptania, 2018-12-06, 20:28, tadi siang minum kopi torabika kopi susu  malemnya kelenjotan nahan sakit perut ,1.07067E+18, 31569f33fbe4e733, Lowokwaru, Lowokwaru Indonesia,112.6068496,-7.943315,siang minum kopi torabika kopi susu malemnya kelenjotan nahan sakit perut
@ErisukaRahayu, 2018-12-06, 20:50, SAKIT PERUT ,1.07068E+18, 0c1c821962584454, Pamulang, Pamulang Indonesia,106.7253735,-6.3168635,sakit perut
@Dheavirantiii, 2018-12-06, 01:17, Niatnya pengen tidur ya tapi perut nya bunyi2 gatau tanda lapar atau sakit perut sama tandanya:(,1.07038E+18, 2c0294c5eab821c9, Coblong, Coblong Indonesia,107.6142103,-6.88176745,niat ken tidur ya perut nya bunyi gatau tanda lapar sakit perut tanda
@DinovRD, 2018-12-06, 23:00, Sakit perut tak henti henti,1.07071E+18, 0b07849d325660cd, Sukolilo, Sukolilo Indonesia,112.80784,-7.288131,sakit perut henti henti
@halal_aprianto, 2018-12-06, 21:36, Mules gk berenti berenti oy,1.07069E+18, 26173b1d9cfc15b2, Sidoarjo, Sidoarjo Indonesia,112.7455362,-7.459679,mules gk renti renti oy
@iethaCORNER, 2018-12-06, 21:26, -sakit peRut-,1.07069E+18, 5b36eee86ae311f6, Tempel, Tempel Indonesia,110.3225613,-7.659918,sakit perut
@RempeyekUdang, 2018-12-06, 20:15, W gamau sakit perut sendirian @xiaomigeek,1.07067E+18, e9bb47ebaf7c598e, Undaan, Undaan Indonesia,110.81762,-6.91607,w gamau sakit perut xiaomigeek
@AdI27681149, 2018-12-07, 00:07, Lg nahan mules y,1.07073E+18, 409035b65dfc0a42, Cibinong, Cibinong Indonesia,106.8395324,-6.4719745,lg nahan mules y
@rsubagya, 2018-12-07, 13:55, Niat mau kencing  ehh malah berak.. Niat mau kentut  ehh malah berak... Ginilahh dinamika diare... ,1.07093E+18, c6a607c04dc57c9f, Bantargebang, Bantargebang Indonesia,107.0088004,-6.316221,niat kencing ehh berak niat kentut ehh berak ginilahh dinamika diare
@julyanawijay, 2018-12-07, 01:41, Jam segini mules kan kesel.,1.07075E+18, 62a5c5ffca44cab5, Umbulharjo, Umbulharjo Indonesia,110.3865046,-7.813616,jam gin mules kesel
@Shafiradekshaf, 2018-12-07, 10:46, Perut mules  antrian masih panjang.  Lengkap sudah penderitaan hari ini.  Thankgoditsfriday,1.07089E+18, 25f5e9dbc1b635ac, Gambir, Gambir Indonesia,106.8260558,-6.168961,perut mules antri lengkap derita thankgoditsfriday
@Irmatazme, 2018-12-07, 10:14, Tiap hari makan cabe. Jadinya emang gak sariawan tapi mules melulu. ,1.07088E+18, cf712fd91280ebff, Denpasar Barat, Denpasar Barat Indonesia,115.1973648,-8.650534,makan cabe emang gak sariawan mules melulu
@ayuavisha, 2018-12-07, 10:52, dari dulu gapernah sakit perut atau ada jerawat kalau on period  oh kaya gini rasanya,1.07089E+18, 2c0294c5eab821c9, Coblong, Coblong Indonesia,107.6142103,-6.88176745,gapernah sakit perut jerawat on period oh kaya gin
@GOGOBTS_TXT, 2018-12-07, 16:48, Yaampunn mules mulu seharian ,1.07098E+18, ac51d30caa090656, Sombaopu, Sombaopu Indonesia,119.4754072,-5.21066155,yaampunn mules mulu hari
@KreasiPestaku, 2018-12-07, 09:38, _________________________________________________  Halo ......    .  Kenalkan kami para penghibur  kalo lucu boleh ngakak sampe mules tapi kalo garing jangan jadi lemes yooo hahaha… https://www.instagram.com/p/BrEdMmBhoYp/?utm_source=ig_twitter_share&igshid=1rd1vkex5fk8u …,1.07087E+18, 9dca48bb616068a2, Pondok Aren, Pondok Aren Indonesia,106.7085466,-6.2665075,halo kenal hibur kalo lucu ngakak sampe mules kalo garing lemes yooo hahaha
@nyun_eXam, 2018-12-07, 17:08, Makin deket hari H  makin ngerasa pusing lemes mual sakit perut dan gak nafsu makan.,1.07098E+18, 849e167064f094d2, Tanjung Priok, Tanjung Priok Indonesia,106.8778693,-6.1299044,deket h ngerasa pusing lemes mual sakit perut gak nafsu makan
@ranzz_21, 2018-12-07, 20:59, Hahaaa.. jgn mules dulu k putt...,1.07104E+18, ac43663a8d083779, Kiaracondong, Kiaracondong Indonesia,107.6496895,-6.9237589,hahaaa jgn mules k putt
@Sutan_RA, 2018-12-07, 05:49, Mencret nusron kalau ke papua...,1.07081E+18, c6a607c04dc57c9f, Bantargebang, Bantargebang Indonesia,107.0088004,-6.316221,mencret nusron papua
@xyval_, 2018-12-07, 17:20, Mata ngantuk  tp perut mules. Aelah jombs,1.07099E+18, f227bb4095d2dcb9, Deket, Deket Indonesia,112.4476802,-7.0945865,mata ngantuk tp perut mules aelah jombs
@miakotabunga, 2018-12-07, 19:42, Kembali mules milih matkul sems depan hm,1.07102E+18, a125f664faa740fa, Singosari, Singosari Indonesia,112.6308283,-7.851689,mules milih matkul sems hm
@WinterAngels_, 2018-12-07, 20:54, Gw tadinya jga mau ngtag Lo tapi gw udh sakit perut duluan sumpah ,1.07104E+18, ce7988d3a8b6f49f, Indonesia, Indonesia,113.3341282,0.113797,gw jga ngtag lo gw udh sakit perut duluan sumpah
@jfgm826, 2018-12-07, 18:38, Diare jadi diary sekarang,1.07101E+18, e43562c217bd5097, Banyumanik, Banyumanik Indonesia,110.420046,-7.0681748,diare diary
@safiravanillia_, 2018-12-07, 19:09, Diare pengertian adalah ketika macet di jalan dia tenang  begitu di rumah mulai berulah,1.07101E+18, 41b725f9e1b3084c, Gresik, Gresik Indonesia,112.6503753,-7.1620395,diare erti macet jalan tenang rumah ulah
@urbanhikersINA, 2018-12-07, 09:25, Goa yang penuh misteri   eh sekarang masih boleh ga yah ngecamp disitu? . . #ceritakaumurban dari @eckoskt : .  Ter mencret-mencret ke Goa Walet.  Malam  sehabis diserang kawanan ibab… https://www.instagram.com/p/BrEbuIzljH5/?utm_source=ig_twitter_share&igshid=t7pvuds0ffpe …,1.07087E+18, 67571da62ccbaff8, Argapura, Argapura Indonesia,108.3602681,-6.89247,goa penuh misteri eh ga yah ngecamp situ ceritakaumurban eckoskt ter mencret mencret goa walet malam habis serang kawan ibab
@Ditassr, 2018-12-07, 04:49, Mencret setelah semalaman ngedrop huhu,1.0708E+18, eba0f2c360607091, Mulyorejo, Mulyorejo Indonesia,112.7901464,-7.270584,mencret malam ngedrop huhu
@maman1965, 2018-12-07, 05:42, Ini bakterinya  siapa bikang kecil: @Cangkemaaann2 . Eh kamu ternyata E coli ,1.07081E+18, 741a800e40e6f5e0, Duren Sawit, Duren Sawit Indonesia,106.9272917,-6.2391475,bakteri bikang cangkemaaann eh e coli
@HeiRare, 2018-12-07, 23:52," Patah hatiku seminggu diare tapi napsu makan bertambah :"")",1.07109E+18, f48804e2e35d1099, Pasar Minggu, Pasar Minggu Indonesia,106.8361301,-6.293493,patah hati minggu diare napsu makan tambah
@reyzeki, 2018-12-08, 05:49, Bangun tidur ku terus mules,1.07117E+18, c0266dd76decce3e, Paguyangan, Paguyangan Indonesia,109.0436121,-7.294661,bangun tidur ku mules
@dewiayuni_, 2018-12-08, 08:54, Sambal lamongan malam tadi membuatku sakit perut. Hmm..,1.07122E+18, 1fa60a96067cdd13, Tanjung Morawa, Tanjung Morawa Indonesia,98.78484143,3.5359135,sambal lamongan malam buat sakit perut hmm
@oreokapein, 2018-12-08, 08:50, Padahal udah beradaptasi sama makanan pedas dan kita udah rukun damai sentosa namun apa daya jika tuhan tidak berkehendak  diare akan selalu terjadi,1.07122E+18, a09f39787fd22c43, Puger, Puger Indonesia,113.4858978,-8.324452,udah adaptasi makan pedas udah rukun damai sentosa daya tuhan diare
@dwiisetiawati, 2018-12-08, 16:12, Selaen kopi ada apalagi  mules gw klo.ngopi,1.07133E+18, 46d7c12388aabc9f, Kedaton, Kedaton Indonesia,105.2385683,-5.3615895,selaen kopi mules gw klongopi
@amelaniemela, 2018-12-08, 01:18, Mules aku..,1.07111E+18, 23041ea6d9d49e6e, Terara, Terara Indonesia,116.3943701,-8.58251995,mules
@sisincosstan, 2018-12-08, 05:57, masih mau tidur tp apa dayaa sakit perut jd halangan pdhl kan lemayan set jam tidur lg dulu,1.07118E+18, 31e4594e7a7e7e89, Pasar Rebo, Pasar Rebo Indonesia,106.8616602,-6.3283165,tidur tp dayaa sakit perut jd halang pdhl layan set jam tidur lg
@mayaatrsmra, 2018-12-08, 06:51, Mau pup tapi gabisa pup cuma mules tapi mules nya 20x lipat bisa sampe guling2 pengen nangis. Nah itu tuh sumilangeun ,1.07119E+18, 8834c34f036f23cf, Cicurug, Cicurug Indonesia,106.8041337,-6.7581415,pup gabisa pup mules mules nya x lipat sampe guling ken nang tuh sumilangeun
@mutiaandari, 2018-12-08, 19:37, Maksud hati cuss abis maghrib biar gak kemalaman  eh yg jpt terjebak mencret. Alhasil bisa main Ludo 2x game dan lumayan nunggu 1 jam lebih dng perut lapar.,1.07138E+18, 6e0f0a00ef60a2bf, Kalimantan Barat, Kalimantan Barat Indonesia,111.1098952,-0.47932985,maksud hati cuss abis maghrib biar gak malam eh yg jpt jebak mencret alhasil main ludo x game lumayan nunggu jam dng perut lapar
@yan_widjaya, 2018-12-08, 14:14, mungkin maksudmu bukan mencret melainkan kecirit?!,1.0713E+18, 93aa30b3e9be6b59, Cengkareng, Cengkareng Indonesia,106.7490441,-6.150752,maksud mencret cirit
@PritaPDW, 2018-12-08, 21:57, Menjelang kick off emyu gue malah mules bgini    Apakah jangan2 ini suatu pertanda? Hmmmmm,1.07142E+18, 866881351e16ff0d, Sukaraja, Sukaraja Indonesia,106.9924719,-6.894968,jelang kick off emyu gue mules bgini tanda hmmmmm
@haaaaaaaps, 2018-12-08, 22:07, Berak pas lagi mules mulesnya tuh suatu kenikmatan yg tak terhingga wkwkwkw,1.07142E+18, 7faf1660c32665ce, Cilincing, Cilincing Indonesia,106.951578,-6.1264825,berak pas mules mulesnya tuh nikmat yg hingga wkwkwkw
@firmanmorph, 2018-12-08, 23:20, Isuk e langsung diinfus wkwk.. Muntah  magh + diare akut wkwkwkw Terusne ae zul ngko lak podo kyok aku wkwkwkk,1.07144E+18, b606de51aa2ec7fd, Patrang, Patrang Indonesia,113.6996464,-8.1442935,isuk e langsung infus wkwk muntah magh diare akut wkwkwkw terusne ae zul ngko lak podo kyok wkwkwkk
@YusufLF, 2018-12-08, 22:45, Knp gw seidiot itu cobaa udh tau kotor msh d makan fak  Mslhnya g bsa nolak makanannya juga ajosodbqiwidjznakaisiabqziizhahqj  Diare menyerang,1.07143E+18, 2c0294c5eab821c9, Coblong, Coblong Indonesia,107.6142103,-6.88176745,knp gw idiot cobaa udh tau kotor msh d makan fak mslhnya g bsa nolak makan ajosodbqiwidjznakaisiabqziizhahqj diare serang
@Ditassr, 2018-12-08, 17:29, Mencret 3x sehari udah kek minum obat,1.07135E+18, a30344e9b071a840, Tulungagung, Tulungagung Indonesia,111.8952782,-8.0754315,mencret x hari udah kek minum obat
@tikanindriap, 2018-12-08, 20:01, Today's meeting  dengan drama sakit perut bulanan yang akhirnya harus cari bangku panjang ditempat makan  dan ngerepotin 2 mba ini buat pesen air anget buat kompres perut hahahaha  – at BX Rink – Bintaro Jaya Xchange Ice Skating Rink,1.07139E+18, 07d9f21de6888001, BX Rink – Bintaro Jaya Xchange Ice Skating Rink, BX Rink – Bintaro Jaya Xchange Ice Skating Rink,106.7282295,-6.286292383,todays meeting drama sakit perut bulan cari bangku tempat makan ngerepotin mba sen air anget kompres perut hahahaha at bx rink bintaro jaya xchange ice skating rink
@milaastuti1996, 2018-12-08, 06:38, Kebiasaan banget  setiap mau rekapan laporan perut mendadak mules  pas otw kamar kecil auto biasa aja. Syndrome ato apa  gajelas :[,1.07119E+18, d4fc5a08c871ac18, Pemenang, Pemenang Indonesia,116.0906819,-8.4157895,biasa banget rekap lapor perut dadak mules pas otw kamar auto aja syndrome ato gajelas
@iniikkikii, 2018-12-09, 08:15, Tetep jogging walau gerimis tiba-tiba turun. Mana mules pula    Soalnya dibilang gendutan  ,1.07157E+18, c0d2367ae28670df, Ciawi, Ciawi Indonesia,106.8759128,-6.6987025,tetep jogging gerimis turun mules bilang gendut
@MarineCulture, 2018-12-09, 13:07, 09 DEC 2018  Ikan Segar => Proses ulang √  Bahaya Biologis/Mikrobiologis  disebabkan oleh bakteri pathogen    virus/parasit yg dpt menyebabkan keracunan  penyakit infeksi/infestasi  misalnya: E.Coli pathogenik dll.  Dibawah pengawasan: I. Manajer Mutu II. Admin Personil   – at Globalresourcestrader Corporation,1.07165E+18, 07d9eb63d5c80001, Globalresourcestrader Corporation, Globalresourcestrader Corporation,114.7959985,-8.181029318,dec ikan segar proses ulang bahaya biologismikrobiologis sebab bakteri pathogen virusparasit yg dpt sebab racun sakit infeksiinfestasi ecoli pathogenik dll bawah awas i manajer mutu ii admin personil at globalresourcestrader corporation
@vennybelfara, 2018-12-09, 10:35, Kenapa? Mencret?,1.07161E+18, 2d8ffa83ff4be24e, Cibeunying Kidul, Cibeunying Kidul Indonesia,107.6501197,-6.89855745,mencret
@moehammadeffye1, 2018-12-09, 16:34, 2 porsi sambel tok? Mencret cak,1.0717E+18, a933df63601f2338, Rungkut, Rungkut Indonesia,112.8040266,-7.314341,porsi sambel tok mencret cak
@bungamr, 2018-12-09, 20:43, Setiap kali aku mikir aku kangen kamu  pasti perutku langsung mules. Gitu banget ya Allah,1.07176E+18, 517fc389e0ce76c9, Jati Uwung, Jati Uwung Indonesia,106.5849419,-6.187284,kali mikir kangen perut langsung mules gitu banget ya allah
@adekusumasatria, 2018-12-09, 20:16, Kau Sederhana . Dan kau sangat mengenyangkan disaat aku sangat lapar pada waktu bepergian . Namun aku terkadang takut menikmatimu (takut sakit perut).  . . . @ Gajah Bobok Brastagi https://www.instagram.com/p/BrKv1FEg5ld/?utm_source=ig_twitter_share&igshid=9e7awch8ijxj …,1.07176E+18, bf01cad1aa4e7bed, Bekasi Selatan, Bekasi Selatan Indonesia,106.9858947,-6.2358325,kau sederhana kau kenyang saat lapar pergi terkadang takut nikmat takut sakit perut gajah bobok brastagi
@shofbe, 2018-12-09, 20:15, Tapi tetep aja bikin sakit perut pas balik rumah hhhhh. Untung dah pulang. Hhh,1.07176E+18, f0e3be87736a7a05, Padalarang 1, Padalarang 1 Indonesia,107.6025483,-6.974098,tetep aja bikin sakit perut pas rumah hhhhh untung dah pulang hhh
@pujidwir14, 2018-12-09, 22:47, Sakit perut saat yg tyda tepat. Bangke dah,1.07179E+18, a771f9fca653fc61, Sedayu, Sedayu Indonesia,110.2608632,-7.8246629,sakit perut yg tyda bangke dah
@sharpanocopath, 2018-12-09, 22:25, sakit perut lg. foto dibawah ini sebagai pemanis saja ,1.07179E+18, ea9809774c4145c3, Mlati, Mlati Indonesia,110.3292369,-7.736615,sakit perut lg foto bawah man
@syipaied, 2018-12-09, 08:13, Padahal tau kalo abs makan pedes sakit perut  tapi tetep aja ku makan pedes. Dasar gublu,1.07157E+18, 0f5663ec8d8681e5, Purwokerto Utara, Purwokerto Utara Indonesia,109.2374087,-7.39976395,tau kalo abs makan pedes sakit perut tetep aja ku makan pedes dasar gublu
@Shr079, 2018-12-09, 07:59, sakit perut gua menjelang di uploadnya  vlog nya bang arip,1.07157E+18, 8496c55fb5d1cd92, Pulo Gadung, Pulo Gadung Indonesia,106.8958783,-6.191323,sakit perut gua jelang uploadnya vlog nya bang arip
@yosieyow, 2018-12-09, 13:37, Abis itu mules?,1.07166E+18, f0e3be87736a7a05, Padalarang 1, Padalarang 1 Indonesia,107.6025483,-6.974098,abis mules
@azzaa_d, 2018-12-09, 07:33, Beli kopi dengan harapan biar ngga ngantuk  alhasil malah mules -_- – at Kakilima Malioboro,1.07156E+18, 07d9e1f49c481002, Kakilima Malioboro, Kakilima Malioboro,110.36602,-7.793270326,beli kopi harap biar ngga ngantuk alhasil mules at kakilima malioboro
@NindyArliatama, 2018-12-09, 07:58, When your perut sudah kenyang tapi tetap dipaksain makan then akhirnya berasa sesak sakit perut tapi gabisa BAB ,1.07157E+18, 1d4c6ad315aabd84, Prambanan, Prambanan Indonesia,110.5047011,-7.7713405,when your perut kenyang dipaksain makan then asa sesak sakit perut gabisa bab
@rizkiaulya, 2018-12-09, 13:15, Kocak dah kocak ngekek bikin w ampe mules,1.07165E+18, 309cdad1ed489dec, Beji, Beji Indonesia,106.8220357,-6.3661595,kocak dah kocak ngekek bikin w ampe mules
@fathurfaa_, 2018-12-09, 14:32, Wah yowis  ngalamat ko bengi mules  wkwk,1.07167E+18, 7ea9140099e53d8c, Jaten, Jaten Indonesia,110.8919573,-7.55246565,yowis ngalamat ko bengi mules wkwk
@Rokstarlah, 2018-12-09, 11:44, Sukurin mules sampe pagi hehehhe,1.07163E+18, 02a5a8983ca22b6b, Telukjambe, Telukjambe Indonesia,107.3380587,-6.391887,sukurin mules sampe pagi hehehhe
@rinosaragih, 2018-12-09, 18:06, Gara2 ayam geprek jadi diare  lappet lah lemas awak ,1.07172E+18, 3ca381967d8f4c1d, Maluku, Maluku Indonesia,126.6556974,-3.4589015,gara ayam geprek diare lappet lemas awak
@dedenimo, 2018-12-09, 18:51, Sering migrain BAB gak teratur  kadang diare  lain wkt sembelit. Haid jg jd nggak beraturan Gampang capek Perut makin ke sini makin gak karuan rasa (dan bentuknya ),1.07173E+18, a933df63601f2338, Rungkut, Rungkut Indonesia,112.8040266,-7.314341,migrain bab gak atur kadang diare wkt sembelit haid jg jd nggak atur gampang capek perut gak karuan bentuk
@DianSekabaya, 2018-12-09, 14:21, sakit perut blm kelar udh muncul lagi sakit gigi,1.07167E+18, a933df63601f2338, Rungkut, Rungkut Indonesia,112.8040266,-7.314341,sakit perut blm kelar udh muncul sakit gigi
@Halsadyah19, 2018-12-09, 15:43, Makan siang biasa makan nasi warteg kali ini nyoba makan burger BK alhasil sakit perut :')  mencoba hedon tapi badan nolak uwuwuwk,1.07169E+18, d658c55e8461b256, Tambora, Tambora Indonesia,106.8062711,-6.1488885,makan siang makan nasi warteg kali nyoba makan burger bk alhasil sakit perut coba hedon badan nolak uwuwuwk
@novarowisnu, 2018-12-09, 16:53, mules 9 jam di kereta,1.0717E+18, bf01cad1aa4e7bed, Bekasi Selatan, Bekasi Selatan Indonesia,106.9858947,-6.2358325,mules jam kereta
@Nurulmhf, 2018-12-09, 04:56, Kalo lagi mens gini suka bingung bedain ini sakit perut karna emg mens atau karna mau beraq yaallah :(,1.07152E+18, f89727b97ebcb341, Mijen, Mijen Indonesia,110.3527984,-7.063299,kalo mens gin suka bingung bedain sakit perut karna emg mens karna beraq yaallah
@nurulBudiana, 2018-12-09, 00:13, Sakit perut malam ini disponsori oleh ketawa berlebihan 2 jam berturut turut,1.07145E+18, 408ad88ee0345f7d, Depok, Depok Indonesia,110.4082427,-7.76769565,sakit perut malam sponsor ketawa jam
@im_trdl, 2018-12-10, 07:19, Pulang kerja dihadang perasaan mules,1.07192E+18, 17c0da285d91d968, Gedong Tengen, Gedong Tengen Indonesia,110.3609364,-7.79118535,pulang kerja dihadang asa mules
@issnaamj, 2018-12-10, 07:26, semakin panik  semakin mules,1.07192E+18, f0804639295ba49f, Mojolaban, Mojolaban Indonesia,110.8709528,-7.596773,panik mules
@Arya_Suzata, 2018-12-10, 06:59, sakit   sakit perut ,1.07192E+18, 4b73ff87cb289c42, Balikpapan Tengah, Balikpapan Tengah Indonesia,116.8424705,-1.2568737,sakit sakit perut
@be_em_we323i, 2018-12-10, 14:43," ""bu  saya sudah di depan"" ""bentar ya pak  ini lagi di toilet dulu""  Kok hari ini cs gua pada mules ya? Jangan bilang gua kaya jamban.  ",1.07203E+18, 2c0294c5eab821c9, Coblong, Coblong Indonesia,107.6142103,-6.88176745,bu bentar ya toilet cs gua mules ya bilang gua kaya jamban
@PritaPDW, 2018-12-10, 12:46, Lagi mules hari pertama gini eh diajakin ngerujak sama mama  mana mangganya hasil metik dari pohon langsung  makanya masih mengkel2 gitu   Seger bgt ya allah  ,1.072E+18, 866881351e16ff0d, Sukaraja, Sukaraja Indonesia,106.9924719,-6.894968,mules gin eh diajakin ngerujak mama mangga hasil metik pohon langsung mengkel gitu seger bgt ya allah
@nnasylvia, 2018-12-10, 16:10, Baca2 tele bikin mules.,1.07206E+18, 62f9f7941af63107, Tebet, Tebet Indonesia,106.8568556,-6.2258419,baca tele bikin mules
@BagasPutrasa3, 2018-12-10, 14:43, Klo melihat tampang dia kepala saya langsung mules..,1.07203E+18, 8908b543b9c7b225, Bandung Kidul, Bandung Kidul Indonesia,107.6285015,-6.9559316,klo tampang kepala langsung mules
@Izmi_Fardila, 2018-12-10, 11:17, Yaamvun ampe sakit perut aku ngakak muluuu,1.07198E+18, 7511d0f9559b7e2a, Cileungsi, Cileungsi Indonesia,106.9620015,-6.437104,yaamvun ampe sakit perut ngakak muluuu
@MelanieRachman_, 2018-12-10, 09:59, liat draw MD udah mules duluan akutu,1.07196E+18, 7c6372d4d321b256, Tamansari, Tamansari Indonesia,106.8239976,-6.14541935,liat draw md udah mules duluan akutu
@Buyanisme, 2018-12-10, 17:59, Sariawan + diare masuk susah keluar gampang,1.07208E+18, b6bbc85d8e3411a0, Banjarsari, Banjarsari Indonesia,110.8156451,-7.5471697,sariawan diare masuk susah gampang
@tfutama, 2018-12-10, 09:41, Mau ke kampus  udah mandi udah pake dll dll Terus tiba2 mules. Yawda hux,1.07196E+18, 31569f33fbe4e733, Lowokwaru, Lowokwaru Indonesia,112.6068496,-7.943315,kampus udah mandi udah pake dll dll mules yawda hux
@diaharumsari, 2018-12-10, 14:43, Temen aing jaga tentram  aman  damai Giliran aing dateng  langsung banyak pasien demam  mencret  dan 2 pasien resus Aing ini kenapa – at IGD RS Immanuel,1.07203E+18, 07d9d37cd6082006, IGD RS Immanuel, IGD RS Immanuel,107.5969995,-6.936789151,temen aing jaga tentram aman damai gilir aing dateng langsung pasien demam mencret pasien resus aing at igd rs immanuel
